Gaji,Tabungan Lama,Investasi,Pemasukan Lainnya,Tipe,Bahan Pokok,Protein & Gizi Tambahan,Tempat Tinggal,Sandang,Konsumsi Praktis,Barang & Jasa Sekunder,Pengeluaran Tidak Esensial,Pajak,Asuransi,Sosial & Budaya,Tabungan / Investasi
12890000.0,1860000.0,6014000.0,2544000.0,boros,1836000.0,3076000.0,5769000.0,394000.0,4379000.0,4138000.0,1894000.0,160000.0,165000.0,195000.0,1477000.0
29662000.0,7571000.0,14400000.0,4692000.0,hemat,5114000.0,9875000.0,14723000.0,1433000.0,4781000.0,4132000.0,1860000.0,1627000.0,1036000.0,657000.0,11692000.0
36573000.0,6878000.0,9661000.0,4968000.0,boros,2701000.0,6453000.0,12064000.0,498000.0,12773000.0,13417000.0,4228000.0,508000.0,570000.0,454000.0,4624000.0
6658000.0,1296000.0,2095000.0,620000.0,hemat,1050000.0,1345000.0,2747000.0,287000.0,1144000.0,1087000.0,242000.0,372000.0,194000.0,165000.0,1994000.0
32863000.0,5362000.0,14870000.0,4962000.0,hemat,2592000.0,9399000.0,13702000.0,1920000.0,4375000.0,5823000.0,1248000.0,1622000.0,1625000.0,2154000.0,13206000.0
39414000.0,4392000.0,12004000.0,7616000.0,boros,5933000.0,8253000.0,12195000.0,575000.0,14877000.0,14213000.0,3095000.0,943000.0,416000.0,414000.0,3293000.0
7279000.0,1071000.0,2269000.0,1049000.0,hemat,1163000.0,1438000.0,3156000.0,257000.0,974000.0,948000.0,330000.0,358000.0,228000.0,212000.0,2465000.0
45556000.0,8486000.0,19463000.0,8040000.0,boros,3592000.0,7015000.0,22222000.0,2286000.0,15772000.0,17959000.0,4731000.0,776000.0,736000.0,735000.0,6382000.0
34111000.0,2349000.0,9161000.0,5438000.0,normal,4001000.0,6529000.0,13474000.0,512000.0,6221000.0,7814000.0,1881000.0,1034000.0,680000.0,710000.0,8632000.0
32813000.0,6975000.0,15218000.0,5759000.0,normal,3563000.0,8665000.0,15391000.0,2469000.0,5128000.0,6813000.0,1464000.0,1411000.0,2927000.0,1386000.0,11679000.0
26591000.0,9469000.0,13192000.0,3472000.0,normal,3031000.0,6048000.0,13283000.0,1977000.0,7775000.0,6777000.0,2192000.0,758000.0,1906000.0,1297000.0,7827000.0
29752000.0,6350000.0,10927000.0,2981000.0,hemat,6030000.0,8374000.0,13074000.0,879000.0,2989000.0,2793000.0,820000.0,1770000.0,981000.0,1594000.0,10128000.0
18182000.0,2581000.0,8180000.0,2301000.0,hemat,2377000.0,4923000.0,8231000.0,616000.0,2361000.0,4092000.0,1499000.0,271000.0,1221000.0,773000.0,5185000.0
20766000.0,6818000.0,7276000.0,3009000.0,normal,2143000.0,6866000.0,10457000.0,602000.0,3942000.0,5013000.0,1155000.0,1057000.0,713000.0,793000.0,5191000.0
45129000.0,4638000.0,12443000.0,9078000.0,hemat,6307000.0,11729000.0,19001000.0,1496000.0,4431000.0,5436000.0,1648000.0,2689000.0,1991000.0,2464000.0,14155000.0
34064000.0,4424000.0,17646000.0,7379000.0,hemat,4997000.0,10786000.0,18622000.0,887000.0,6721000.0,5185000.0,1909000.0,1847000.0,1582000.0,1213000.0,10234000.0
35430000.0,6141000.0,13276000.0,6593000.0,boros,5107000.0,8950000.0,14144000.0,710000.0,11331000.0,13440000.0,4124000.0,418000.0,532000.0,209000.0,2195000.0
46186000.0,10322000.0,18278000.0,6543000.0,hemat,5991000.0,15656000.0,18542000.0,1149000.0,6166000.0,7432000.0,2030000.0,2815000.0,2495000.0,733000.0,17664000.0
30759000.0,5627000.0,14667000.0,3156000.0,boros,2381000.0,4438000.0,11427000.0,939000.0,12474000.0,14773000.0,3829000.0,393000.0,422000.0,517000.0,3031000.0
19701000.0,4936000.0,4452000.0,2402000.0,hemat,2609000.0,3276000.0,7630000.0,603000.0,2450000.0,3035000.0,1086000.0,821000.0,930000.0,1391000.0,7632000.0
34052000.0,8018000.0,13974000.0,4184000.0,boros,3807000.0,8760000.0,11080000.0,1035000.0,12796000.0,10833000.0,3197000.0,1732000.0,780000.0,803000.0,5707000.0
46924000.0,8323000.0,20221000.0,3113000.0,boros,4867000.0,6563000.0,13843000.0,1517000.0,21711000.0,16417000.0,4891000.0,649000.0,830000.0,748000.0,6464000.0
47154000.0,10986000.0,23026000.0,7311000.0,normal,5469000.0,14001000.0,22062000.0,1809000.0,10121000.0,13619000.0,3972000.0,1519000.0,1258000.0,1426000.0,12673000.0
32656000.0,2456000.0,10557000.0,5026000.0,normal,5954000.0,6446000.0,10698000.0,1288000.0,6464000.0,8613000.0,2891000.0,1002000.0,893000.0,912000.0,5201000.0
20054000.0,4941000.0,8526000.0,3378000.0,normal,3717000.0,5227000.0,8688000.0,1162000.0,4984000.0,6974000.0,1553000.0,489000.0,535000.0,468000.0,3451000.0
53470000.0,4138000.0,19502000.0,7727000.0,boros,4181000.0,6720000.0,14971000.0,1013000.0,16110000.0,24963000.0,8030000.0,1531000.0,920000.0,998000.0,5742000.0
26466000.0,5208000.0,6754000.0,5109000.0,normal,4465000.0,5502000.0,9381000.0,1126000.0,5132000.0,4347000.0,1990000.0,1170000.0,880000.0,870000.0,8499000.0
59540000.0,7548000.0,21547000.0,8411000.0,hemat,9736000.0,13691000.0,23191000.0,1960000.0,6540000.0,5386000.0,1371000.0,5020000.0,3347000.0,3742000.0,23258000.0
27917000.0,5840000.0,6830000.0,4148000.0,normal,2147000.0,7094000.0,14189000.0,710000.0,5296000.0,5600000.0,1610000.0,786000.0,654000.0,644000.0,5604000.0
63667000.0,8426000.0,17283000.0,9836000.0,boros,3697000.0,8689000.0,23120000.0,1727000.0,19273000.0,19308000.0,5590000.0,1497000.0,2370000.0,1527000.0,12521000.0
7480000.0,866000.0,2689000.0,687000.0,normal,937000.0,1748000.0,2899000.0,192000.0,1978000.0,1462000.0,527000.0,156000.0,269000.0,141000.0,1285000.0
20470000.0,2770000.0,8839000.0,3175000.0,boros,1980000.0,3650000.0,7381000.0,672000.0,8750000.0,7194000.0,2610000.0,477000.0,394000.0,262000.0,2487000.0
19280000.0,1141000.0,5476000.0,2933000.0,hemat,1757000.0,3342000.0,5186000.0,977000.0,2619000.0,2574000.0,980000.0,1262000.0,1385000.0,1581000.0,7578000.0
55581000.0,12269000.0,23487000.0,8707000.0,hemat,7722000.0,8604000.0,21870000.0,860000.0,13123000.0,12376000.0,5307000.0,2315000.0,2657000.0,2324000.0,22052000.0
50055000.0,5316000.0,16426000.0,14173000.0,normal,5865000.0,14802000.0,24900000.0,1649000.0,7791000.0,9905000.0,2617000.0,2876000.0,2393000.0,2499000.0,10905000.0
48703000.0,9610000.0,8046000.0,7721000.0,normal,4969000.0,13258000.0,18545000.0,1200000.0,7560000.0,7461000.0,1953000.0,2118000.0,972000.0,1958000.0,14043000.0
46095000.0,18370000.0,16950000.0,9903000.0,hemat,5751000.0,10740000.0,23995000.0,1094000.0,7875000.0,6640000.0,2996000.0,3172000.0,4203000.0,2682000.0,24059000.0
49946000.0,9241000.0,19925000.0,12273000.0,normal,6837000.0,16495000.0,19934000.0,1328000.0,10657000.0,11528000.0,4340000.0,2983000.0,2043000.0,1910000.0,14010000.0
11152000.0,3029000.0,4665000.0,2500000.0,hemat,983000.0,2275000.0,5868000.0,320000.0,1741000.0,1893000.0,548000.0,721000.0,1018000.0,511000.0,5508000.0
23097000.0,4943000.0,4814000.0,2449000.0,normal,1774000.0,5643000.0,10073000.0,983000.0,5155000.0,3542000.0,1786000.0,760000.0,724000.0,607000.0,4632000.0
4089000.0,770000.0,1305000.0,544000.0,hemat,272000.0,964000.0,1534000.0,136000.0,358000.0,299000.0,123000.0,400000.0,465000.0,200000.0,1984000.0
17110000.0,2905000.0,6960000.0,5298000.0,normal,2527000.0,4718000.0,8978000.0,740000.0,4475000.0,4325000.0,1126000.0,396000.0,628000.0,582000.0,3769000.0
46391000.0,5849000.0,12959000.0,6107000.0,normal,3958000.0,11455000.0,19666000.0,949000.0,6732000.0,9017000.0,2457000.0,1760000.0,1420000.0,1889000.0,12788000.0
45044000.0,4345000.0,15410000.0,7108000.0,hemat,5963000.0,9157000.0,20458000.0,1673000.0,5365000.0,4379000.0,1416000.0,4068000.0,2444000.0,1104000.0,15243000.0
29102000.0,5808000.0,8223000.0,2676000.0,normal,3650000.0,7105000.0,13308000.0,407000.0,6382000.0,4994000.0,1261000.0,643000.0,1248000.0,364000.0,5723000.0
11196000.0,1625000.0,3245000.0,2517000.0,normal,1012000.0,2106000.0,6167000.0,379000.0,2194000.0,2185000.0,597000.0,436000.0,394000.0,516000.0,2542000.0
4433000.0,457000.0,1152000.0,392000.0,boros,418000.0,1041000.0,1238000.0,80000.0,1068000.0,1609000.0,495000.0,63000.0,49000.0,47000.0,368000.0
14329000.0,2691000.0,5158000.0,4457000.0,normal,1419000.0,3687000.0,7093000.0,498000.0,4747000.0,3935000.0,1100000.0,568000.0,327000.0,285000.0,2846000.0
5980000.0,959000.0,1541000.0,1605000.0,normal,628000.0,1274000.0,2453000.0,123000.0,1088000.0,1357000.0,448000.0,313000.0,534000.0,162000.0,1738000.0
64296000.0,9173000.0,21002000.0,4562000.0,boros,9036000.0,9013000.0,21150000.0,2456000.0,18171000.0,19005000.0,8804000.0,1624000.0,1720000.0,942000.0,7320000.0
9602000.0,1032000.0,3659000.0,2122000.0,boros,852000.0,2807000.0,2746000.0,268000.0,3531000.0,3556000.0,837000.0,316000.0,235000.0,154000.0,1201000.0
47027000.0,8028000.0,15774000.0,10285000.0,normal,5611000.0,9980000.0,23229000.0,2042000.0,11116000.0,14352000.0,3868000.0,1337000.0,1317000.0,730000.0,7388000.0
27276000.0,1705000.0,5251000.0,4390000.0,hemat,3667000.0,5777000.0,12345000.0,444000.0,4159000.0,2320000.0,954000.0,920000.0,998000.0,754000.0,6131000.0
39985000.0,4770000.0,11997000.0,6426000.0,normal,5574000.0,11496000.0,12955000.0,1123000.0,7816000.0,9499000.0,2759000.0,1675000.0,1078000.0,1094000.0,7664000.0
33390000.0,5807000.0,10786000.0,4463000.0,boros,3693000.0,8106000.0,10141000.0,862000.0,13485000.0,10610000.0,3971000.0,442000.0,290000.0,397000.0,2371000.0
4528000.0,778000.0,1663000.0,567000.0,normal,460000.0,965000.0,2269000.0,235000.0,673000.0,773000.0,272000.0,111000.0,255000.0,167000.0,1310000.0
57655000.0,14094000.0,11432000.0,8107000.0,boros,8566000.0,7828000.0,15416000.0,421000.0,23419000.0,26870000.0,4504000.0,301000.0,182000.0,366000.0,2829000.0
56459000.0,9773000.0,15294000.0,8642000.0,normal,9991000.0,13141000.0,22755000.0,1971000.0,9182000.0,6634000.0,4366000.0,2055000.0,1984000.0,2191000.0,16327000.0
22328000.0,2696000.0,4495000.0,1795000.0,boros,1523000.0,3139000.0,6523000.0,601000.0,7585000.0,6769000.0,2252000.0,231000.0,202000.0,241000.0,1923000.0
9155000.0,966000.0,3349000.0,1627000.0,boros,1232000.0,1782000.0,3530000.0,249000.0,3164000.0,3314000.0,951000.0,63000.0,68000.0,170000.0,568000.0
6889000.0,1123000.0,2789000.0,1103000.0,boros,512000.0,982000.0,2151000.0,252000.0,3192000.0,2618000.0,1214000.0,125000.0,99000.0,110000.0,709000.0
44714000.0,9159000.0,23708000.0,7095000.0,normal,7585000.0,13641000.0,21803000.0,2209000.0,10622000.0,10368000.0,4173000.0,1123000.0,1000000.0,1725000.0,11029000.0
35903000.0,4485000.0,11341000.0,7230000.0,boros,3272000.0,5970000.0,12956000.0,665000.0,9996000.0,16108000.0,4555000.0,398000.0,776000.0,479000.0,3769000.0
24405000.0,4643000.0,5635000.0,4032000.0,normal,3518000.0,4698000.0,11150000.0,1131000.0,3874000.0,4489000.0,979000.0,1487000.0,1184000.0,604000.0,5796000.0
22305000.0,3963000.0,5531000.0,3387000.0,normal,2290000.0,4791000.0,9869000.0,904000.0,5137000.0,4915000.0,1199000.0,499000.0,672000.0,629000.0,4644000.0
30487000.0,5565000.0,11328000.0,7610000.0,normal,3664000.0,6468000.0,14649000.0,2036000.0,6979000.0,6337000.0,2261000.0,1610000.0,1034000.0,823000.0,9269000.0
18917000.0,1892000.0,5550000.0,2293000.0,normal,1816000.0,3541000.0,7092000.0,1008000.0,3986000.0,5179000.0,1569000.0,457000.0,675000.0,309000.0,3160000.0
2606000.0,410000.0,667000.0,245000.0,hemat,285000.0,485000.0,960000.0,107000.0,353000.0,346000.0,86000.0,179000.0,95000.0,121000.0,884000.0
29257000.0,3491000.0,4918000.0,4518000.0,boros,1293000.0,4754000.0,7235000.0,216000.0,10401000.0,8446000.0,3118000.0,915000.0,820000.0,651000.0,4538000.0
52113000.0,4302000.0,23457000.0,8073000.0,normal,7670000.0,13787000.0,25095000.0,2222000.0,10654000.0,9199000.0,2505000.0,2632000.0,1412000.0,1280000.0,10841000.0
52433000.0,8641000.0,10607000.0,8722000.0,boros,5792000.0,8447000.0,17644000.0,993000.0,17752000.0,13541000.0,5829000.0,2010000.0,1021000.0,1003000.0,7293000.0
54879000.0,9867000.0,17619000.0,8438000.0,boros,5885000.0,10150000.0,17103000.0,1432000.0,15914000.0,25721000.0,6601000.0,705000.0,784000.0,765000.0,6546000.0
35342000.0,11764000.0,13706000.0,6524000.0,normal,5968000.0,11037000.0,16197000.0,1368000.0,8070000.0,7936000.0,2312000.0,1398000.0,793000.0,1949000.0,9917000.0
4114000.0,552000.0,1473000.0,761000.0,normal,397000.0,1272000.0,1771000.0,44000.0,1034000.0,775000.0,344000.0,109000.0,189000.0,165000.0,775000.0
29560000.0,4817000.0,9747000.0,3562000.0,hemat,5686000.0,6913000.0,11841000.0,723000.0,4435000.0,5654000.0,1079000.0,914000.0,1102000.0,954000.0,8781000.0
2584000.0,515000.0,614000.0,354000.0,normal,161000.0,626000.0,1044000.0,81000.0,547000.0,628000.0,96000.0,93000.0,75000.0,111000.0,614000.0
56117000.0,8713000.0,19203000.0,13482000.0,hemat,6194000.0,10847000.0,22202000.0,3169000.0,10679000.0,12346000.0,3384000.0,2425000.0,5094000.0,2419000.0,18751000.0
40409000.0,10210000.0,13635000.0,3763000.0,boros,3251000.0,6135000.0,12597000.0,365000.0,17780000.0,15397000.0,6651000.0,590000.0,796000.0,863000.0,4297000.0
2164000.0,502000.0,475000.0,442000.0,boros,219000.0,416000.0,822000.0,29000.0,744000.0,718000.0,288000.0,38000.0,20000.0,17000.0,250000.0
61268000.0,5053000.0,17794000.0,11548000.0,boros,7998000.0,10075000.0,23769000.0,1873000.0,19354000.0,17571000.0,5759000.0,2129000.0,753000.0,588000.0,6521000.0
21618000.0,2947000.0,6235000.0,7523000.0,boros,2645000.0,5356000.0,6935000.0,814000.0,9584000.0,8154000.0,2343000.0,288000.0,402000.0,103000.0,1921000.0
9251000.0,1278000.0,4627000.0,1295000.0,normal,1632000.0,2479000.0,5130000.0,297000.0,1536000.0,2032000.0,734000.0,413000.0,250000.0,378000.0,1741000.0
47370000.0,4591000.0,14075000.0,7276000.0,normal,4415000.0,8002000.0,14477000.0,968000.0,13329000.0,10238000.0,4545000.0,2195000.0,1206000.0,1659000.0,11949000.0
9516000.0,1863000.0,3730000.0,1816000.0,boros,1334000.0,1885000.0,3216000.0,238000.0,4641000.0,3812000.0,402000.0,89000.0,184000.0,119000.0,953000.0
12892000.0,1679000.0,4751000.0,4254000.0,hemat,2110000.0,3055000.0,5032000.0,61000.0,1754000.0,1629000.0,467000.0,1432000.0,848000.0,616000.0,6639000.0
6528000.0,1142000.0,2001000.0,1002000.0,hemat,999000.0,1694000.0,2433000.0,186000.0,986000.0,1031000.0,385000.0,461000.0,244000.0,236000.0,1927000.0
41282000.0,10809000.0,14473000.0,4136000.0,boros,5657000.0,12194000.0,14322000.0,506000.0,15095000.0,15610000.0,3252000.0,343000.0,149000.0,512000.0,3361000.0
13963000.0,1632000.0,4376000.0,2684000.0,boros,1426000.0,1783000.0,2754000.0,417000.0,5830000.0,4085000.0,1278000.0,496000.0,546000.0,230000.0,3881000.0
55425000.0,7455000.0,11674000.0,7194000.0,boros,5070000.0,7194000.0,17060000.0,434000.0,24005000.0,17040000.0,3138000.0,893000.0,729000.0,821000.0,5570000.0
38502000.0,5000000.0,13003000.0,6548000.0,boros,5013000.0,6323000.0,12550000.0,1166000.0,13740000.0,16689000.0,4281000.0,331000.0,422000.0,329000.0,2227000.0
24431000.0,3987000.0,7550000.0,4547000.0,boros,2561000.0,4091000.0,8817000.0,455000.0,8850000.0,8003000.0,2803000.0,1024000.0,487000.0,246000.0,2913000.0
64067000.0,6701000.0,15674000.0,12558000.0,normal,9621000.0,15504000.0,26753000.0,1831000.0,8295000.0,11403000.0,2080000.0,2735000.0,2087000.0,1672000.0,15081000.0
15269000.0,1891000.0,3255000.0,877000.0,boros,1115000.0,2414000.0,3418000.0,377000.0,5612000.0,4284000.0,2118000.0,145000.0,190000.0,242000.0,1328000.0
46257000.0,6262000.0,14891000.0,8797000.0,normal,7837000.0,13215000.0,12297000.0,1378000.0,10647000.0,14923000.0,3068000.0,1137000.0,722000.0,1523000.0,9451000.0
9591000.0,1210000.0,4396000.0,1824000.0,hemat,1251000.0,2841000.0,3881000.0,482000.0,1403000.0,1394000.0,425000.0,661000.0,830000.0,439000.0,3531000.0
13945000.0,2037000.0,6449000.0,1404000.0,hemat,1744000.0,3524000.0,6187000.0,363000.0,2181000.0,2550000.0,674000.0,702000.0,910000.0,419000.0,4628000.0
8719000.0,1394000.0,3374000.0,1185000.0,hemat,1488000.0,2442000.0,4456000.0,213000.0,1086000.0,1181000.0,428000.0,274000.0,388000.0,331000.0,2274000.0
67377000.0,8101000.0,12875000.0,6444000.0,boros,6349000.0,8555000.0,16885000.0,2425000.0,18891000.0,19681000.0,3595000.0,2198000.0,1544000.0,1351000.0,12638000.0
29010000.0,7019000.0,8392000.0,3643000.0,normal,6132000.0,6784000.0,11644000.0,1451000.0,4444000.0,4395000.0,2137000.0,892000.0,1495000.0,1159000.0,7894000.0
45909000.0,11346000.0,15760000.0,10954000.0,normal,7320000.0,9069000.0,19991000.0,1078000.0,14008000.0,12991000.0,2302000.0,1713000.0,2129000.0,1943000.0,12164000.0
4248000.0,661000.0,1616000.0,962000.0,boros,544000.0,826000.0,1588000.0,113000.0,1489000.0,1342000.0,407000.0,185000.0,130000.0,162000.0,730000.0
34645000.0,5524000.0,13995000.0,4935000.0,boros,3647000.0,7776000.0,11622000.0,823000.0,9231000.0,15400000.0,6621000.0,414000.0,706000.0,413000.0,2709000.0
29346000.0,4054000.0,8112000.0,4301000.0,hemat,3201000.0,7564000.0,13260000.0,535000.0,3061000.0,3058000.0,1075000.0,1130000.0,1817000.0,1738000.0,9651000.0
59303000.0,16079000.0,12331000.0,10413000.0,normal,9996000.0,10077000.0,37244000.0,1544000.0,10755000.0,8958000.0,3823000.0,1370000.0,1777000.0,2422000.0,10622000.0
53784000.0,5236000.0,13511000.0,6766000.0,normal,8950000.0,10356000.0,21735000.0,990000.0,10062000.0,11648000.0,2041000.0,1755000.0,1241000.0,772000.0,10578000.0
49723000.0,11253000.0,21353000.0,9572000.0,normal,6433000.0,12733000.0,25537000.0,1452000.0,13192000.0,17371000.0,1792000.0,1894000.0,779000.0,2106000.0,9321000.0
28040000.0,6856000.0,8178000.0,5061000.0,normal,2798000.0,6521000.0,10378000.0,1060000.0,5784000.0,7574000.0,2042000.0,1397000.0,1311000.0,1864000.0,7630000.0
46963000.0,9389000.0,17979000.0,7161000.0,boros,6273000.0,11168000.0,22657000.0,2055000.0,17641000.0,10961000.0,4766000.0,766000.0,638000.0,668000.0,3739000.0
13813000.0,2505000.0,3636000.0,2166000.0,normal,1518000.0,3308000.0,3740000.0,489000.0,4049000.0,4384000.0,1243000.0,353000.0,330000.0,393000.0,2650000.0
49021000.0,3510000.0,11797000.0,6134000.0,boros,5181000.0,9827000.0,16030000.0,1777000.0,9385000.0,17151000.0,3985000.0,1189000.0,593000.0,965000.0,4762000.0
59174000.0,6812000.0,16455000.0,14839000.0,boros,8723000.0,11213000.0,20631000.0,699000.0,18489000.0,24120000.0,5047000.0,849000.0,1302000.0,542000.0,5946000.0
32390000.0,7681000.0,13310000.0,8205000.0,hemat,3709000.0,4864000.0,14134000.0,1159000.0,7513000.0,4856000.0,2219000.0,1764000.0,3152000.0,2803000.0,16416000.0
2251000.0,515000.0,864000.0,512000.0,normal,341000.0,502000.0,1067000.0,96000.0,539000.0,582000.0,248000.0,68000.0,76000.0,93000.0,548000.0
19488000.0,3305000.0,9357000.0,3551000.0,hemat,3340000.0,5251000.0,10705000.0,820000.0,2272000.0,1993000.0,723000.0,1233000.0,1001000.0,843000.0,7424000.0
33014000.0,5516000.0,16885000.0,5061000.0,boros,4534000.0,6019000.0,15713000.0,1695000.0,9511000.0,11811000.0,5219000.0,420000.0,627000.0,522000.0,4051000.0
8350000.0,1114000.0,2323000.0,1634000.0,normal,1175000.0,1234000.0,3604000.0,373000.0,1571000.0,2325000.0,538000.0,296000.0,205000.0,175000.0,1868000.0
23953000.0,3108000.0,10946000.0,3598000.0,boros,1181000.0,4151000.0,7309000.0,585000.0,10598000.0,9632000.0,2317000.0,746000.0,536000.0,455000.0,3816000.0
30239000.0,3161000.0,7841000.0,4838000.0,boros,2584000.0,7592000.0,10138000.0,843000.0,9496000.0,9058000.0,2554000.0,456000.0,321000.0,539000.0,2524000.0
52960000.0,8940000.0,16651000.0,8858000.0,boros,2929000.0,10112000.0,17540000.0,1809000.0,23876000.0,22762000.0,4221000.0,449000.0,509000.0,713000.0,3720000.0
40396000.0,3771000.0,8492000.0,4627000.0,hemat,8324000.0,7794000.0,13135000.0,1308000.0,5006000.0,5689000.0,2047000.0,1660000.0,1662000.0,518000.0,10954000.0
36653000.0,5027000.0,8262000.0,5356000.0,hemat,4129000.0,10504000.0,14224000.0,261000.0,5306000.0,4651000.0,937000.0,2104000.0,931000.0,1329000.0,11341000.0
25661000.0,3490000.0,5803000.0,2889000.0,normal,2393000.0,4077000.0,13006000.0,694000.0,5232000.0,4212000.0,1154000.0,738000.0,1164000.0,587000.0,4383000.0
20844000.0,4029000.0,10390000.0,4281000.0,normal,2031000.0,7005000.0,12302000.0,646000.0,3442000.0,7050000.0,2154000.0,618000.0,472000.0,418000.0,3538000.0
34879000.0,5552000.0,10722000.0,6655000.0,hemat,3668000.0,8538000.0,15564000.0,328000.0,4217000.0,6263000.0,2626000.0,1212000.0,1290000.0,1522000.0,11846000.0
10495000.0,2232000.0,3799000.0,1311000.0,boros,737000.0,2184000.0,4328000.0,687000.0,3757000.0,3801000.0,1148000.0,207000.0,156000.0,232000.0,810000.0
25935000.0,5281000.0,12524000.0,4226000.0,boros,3287000.0,7510000.0,8778000.0,431000.0,8853000.0,11119000.0,2355000.0,522000.0,579000.0,777000.0,3782000.0
29364000.0,3131000.0,13417000.0,5571000.0,normal,5173000.0,5151000.0,15288000.0,708000.0,7223000.0,7557000.0,2164000.0,874000.0,1052000.0,720000.0,6260000.0
41670000.0,7889000.0,15144000.0,4234000.0,hemat,6461000.0,11410000.0,13743000.0,1819000.0,8135000.0,10520000.0,2508000.0,1538000.0,1405000.0,989000.0,10778000.0
35600000.0,5790000.0,10788000.0,7658000.0,hemat,4398000.0,5616000.0,14705000.0,2071000.0,4587000.0,3936000.0,1348000.0,2475000.0,2856000.0,1828000.0,16187000.0
21786000.0,3869000.0,6925000.0,1778000.0,boros,3068000.0,3538000.0,6823000.0,471000.0,7301000.0,7221000.0,2308000.0,361000.0,303000.0,360000.0,2311000.0
30345000.0,3280000.0,12227000.0,8007000.0,hemat,6406000.0,8288000.0,12765000.0,817000.0,3770000.0,3870000.0,1811000.0,875000.0,3686000.0,1641000.0,10273000.0
2623000.0,230000.0,636000.0,436000.0,hemat,284000.0,648000.0,936000.0,53000.0,388000.0,406000.0,132000.0,145000.0,88000.0,140000.0,693000.0
42523000.0,7622000.0,14628000.0,4961000.0,boros,5497000.0,6992000.0,12588000.0,1584000.0,13072000.0,14984000.0,5718000.0,1104000.0,751000.0,856000.0,6070000.0
13902000.0,2069000.0,6647000.0,2000000.0,normal,1858000.0,2952000.0,6219000.0,538000.0,3163000.0,3671000.0,1409000.0,676000.0,332000.0,206000.0,3682000.0
48018000.0,8272000.0,15849000.0,11308000.0,normal,7916000.0,12532000.0,17048000.0,2930000.0,10326000.0,12294000.0,6937000.0,1218000.0,693000.0,2096000.0,9581000.0
44731000.0,8391000.0,11569000.0,8463000.0,hemat,5677000.0,12618000.0,21814000.0,1056000.0,4652000.0,5148000.0,1890000.0,2429000.0,1030000.0,1857000.0,14862000.0
11553000.0,1017000.0,3931000.0,1258000.0,boros,1055000.0,1783000.0,4442000.0,870000.0,3678000.0,3541000.0,922000.0,189000.0,148000.0,176000.0,877000.0
19325000.0,5867000.0,6589000.0,1850000.0,hemat,2800000.0,5517000.0,8078000.0,762000.0,2785000.0,2793000.0,868000.0,1150000.0,1061000.0,1429000.0,6249000.0
47008000.0,3730000.0,16132000.0,8023000.0,normal,7375000.0,8265000.0,18540000.0,1913000.0,10529000.0,11010000.0,3280000.0,1404000.0,2191000.0,1699000.0,9112000.0
50241000.0,4970000.0,10022000.0,6488000.0,hemat,4763000.0,9572000.0,16856000.0,1976000.0,6966000.0,8875000.0,1258000.0,1468000.0,2855000.0,2183000.0,14612000.0
26000000.0,4842000.0,14900000.0,8702000.0,normal,5047000.0,7985000.0,13026000.0,237000.0,8184000.0,6674000.0,3334000.0,932000.0,1011000.0,1071000.0,6989000.0
19510000.0,2261000.0,6334000.0,2843000.0,normal,3460000.0,3017000.0,5962000.0,506000.0,4184000.0,4641000.0,1786000.0,862000.0,799000.0,731000.0,5105000.0
29289000.0,4909000.0,13748000.0,4974000.0,hemat,4137000.0,7445000.0,17310000.0,846000.0,2652000.0,3473000.0,641000.0,1695000.0,1678000.0,1493000.0,11983000.0
55291000.0,11430000.0,23043000.0,9045000.0,hemat,8772000.0,12065000.0,27100000.0,3325000.0,8658000.0,8140000.0,1353000.0,4385000.0,2836000.0,3288000.0,19186000.0
26718000.0,2273000.0,10456000.0,2609000.0,hemat,3245000.0,6714000.0,12638000.0,383000.0,3237000.0,4829000.0,1357000.0,1502000.0,668000.0,1146000.0,5931000.0
31870000.0,3318000.0,14913000.0,2940000.0,boros,3298000.0,7189000.0,10756000.0,955000.0,9430000.0,10087000.0,3748000.0,1078000.0,732000.0,695000.0,5364000.0
45610000.0,7935000.0,21084000.0,5384000.0,hemat,5562000.0,12598000.0,20869000.0,1674000.0,7997000.0,7206000.0,3152000.0,2256000.0,2970000.0,1837000.0,14715000.0
3123000.0,289000.0,945000.0,417000.0,boros,624000.0,425000.0,1098000.0,60000.0,1168000.0,817000.0,188000.0,40000.0,37000.0,48000.0,252000.0
52282000.0,14850000.0,15925000.0,8460000.0,normal,5769000.0,9482000.0,22664000.0,3373000.0,14720000.0,16484000.0,3744000.0,863000.0,1886000.0,1981000.0,11210000.0
53151000.0,7866000.0,15509000.0,8200000.0,normal,7524000.0,12214000.0,20226000.0,1264000.0,7804000.0,7258000.0,2393000.0,1110000.0,2070000.0,4912000.0,18461000.0
33456000.0,4765000.0,14218000.0,3880000.0,normal,3812000.0,5164000.0,16010000.0,531000.0,6612000.0,7780000.0,1844000.0,1424000.0,1219000.0,939000.0,10640000.0
32863000.0,2955000.0,15738000.0,2891000.0,normal,7091000.0,8789000.0,12949000.0,670000.0,6180000.0,7775000.0,1743000.0,1146000.0,1146000.0,658000.0,6134000.0
62772000.0,3402000.0,19764000.0,6706000.0,hemat,9868000.0,14935000.0,22935000.0,1724000.0,6175000.0,8497000.0,3180000.0,3283000.0,2427000.0,2112000.0,16320000.0
